Санкт-Петербургский государственный технологический институт (технический университет) (СПбГТИ),15.03.02,Технологические машины и оборудование,"Проектирование, эксплуатация и диагностика технологических машин и оборудования",185,МИР,48,55000,135,"З, О"
Санкт-Петербургский государственный технологический институт (технический университет) (СПбГТИ),09.03.03,Прикладная информатика,Прикладная информатика в химии,223,МИР,28,187000,135,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),01.03.02,Прикладная математика и информатика,Прикладная математика и информатика,Бюджет только с этого года,МИР,5,159600,123,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),09.03.03,Прикладная информатика,Прикладная информатика в дизайне,177,МИР,93,74600,135,"З, О, ОЗ"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.03,Технология полиграфического и упаковочного производства,Технология полиграфического производства,186,МИР,10,180000,118,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),09.03.02,Информационные системы и технологии,Информационные технологии в медиаиндустрии,223,МИР,29,66000,163,"О, ОЗ"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.02,Технологические машины и оборудование,Принтмедиасистемы и комплексы,166,МИР,17,51800,118,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.03,Технология полиграфического и упаковочного производства,Технология и дизайн упаковочного производства,198,МИР,19,51800,165,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),10.03.01,Информационная безопасность,Безопасность компьютерных систем (в коммерческих структурах),Бюджет только с этого года,МИР,12,180000,150,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.02,Технологические машины и оборудование,Компьютерный инжиниринг технологических машин,152,МИР,17,51800,118,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),01.03.02,Прикладная математика и информатика,Биоинформатика,Бюджет только с этого года,МИР,5,159600,123,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.04,Автоматизация технологических процессов и производств,Цифровизация производства,142,МИР,17,51800,118,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.02,Технология и проектирование текстильных изделий,Стандартизация и сертификация,Бюджет только с этого года,МИР,10,180000,118,О
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),29.03.01,Технология изделий легкой промышленности,Технология швейных изделий,142,МИР,17,49600,165,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),15.03.04,Автоматизация технологических процессов и производств,Робототехнические системы,142,МИР,19,51800,118,"З, О"
Санкт-Петербургский государственный университет промышленных технологий и дизайна (СПбГУПТД),13.03.02,Электроэнергетика и электротехника,Цифровое управление электрическими системами и машинами,151,МИР,24,51800,143,"З, О"
